OG0001122	riftia	.	.	.	RPACG00000004247.1	NO HIT
OG0026885	riftia	GO:0005634^cellular_component^nucleus`GO:0003700^molecular_function^DNA-binding transcription factor activity`GO:0046872^molecular_function^metal ion binding`GO:0043565^molecular_function^sequence-specific DNA binding`GO:0030154^biological_process^cell differentiation`GO:0007275^biological_process^multicellular organism development`GO:0007548^biological_process^sex differentiation	GO:0005634^cellular_component^nucleus`GO:0003700^molecular_function^DNA-binding transcription factor activity`GO:0046872^molecular_function^metal ion binding`GO:0043565^molecular_function^sequence-specific DNA binding`GO:0030154^biological_process^cell differentiation`GO:0007275^biological_process^multicellular organism development`GO:0007548^biological_process^sex differentiation	GO:0043565^molecular_function^sequence-specific DNA binding`GO:0006355^biological_process^regulation of transcription DNA-templated	RPACG00000028967.1	DOUBLESEX AND MAB-3 RELATED TRANSCRIPTION FACTOR DMRT	K19491
OG0026894	riftia	GO:0015969^biological_process^guanosine tetraphosphate metabolic process	GO:0015969^biological_process^guanosine tetraphosphate metabolic process	GO:0005515^molecular_function^protein binding	RPACG00000008702.1	ANKYRIN REPEAT PH AND SEC7 DOMAIN CONTAINING PROTEIN SECG-RELATED	K10380
OG0026933							
OG0026967	riftia	.	.	.	RPACG00000021533.1	NO HIT
OG0026992	riftia	.	.	.	RPACG00000007126.1	NO HIT
OG0026993	riftia	.	.	.	RPACG00000034737.1	PROTEIN CBG06366	
OG0027017	riftia	.	.	GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0016021^cellular_component^integral component of membrane	RPACG00000010761.1	G-PROTEIN COUPLED RECEPTOR	
OG0027029	riftia	.	.	.	RPACG00000000870.1	NO HIT
OG0027032	riftia	.	.	.	RPACG00000001040.1	NO HIT
OG0027042	riftia	GO:0005737^cellular_component^cytoplasm`GO:0030425^cellular_component^dendrite`GO:0098666^cellular_component^G protein-coupled serotonin receptor complex`GO:0005887^cellular_component^integral component of plasma membrane`GO:0099056^cellular_component^integral component of presynaptic membrane`GO:0099154^cellular_component^serotonergic synapse`GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0004993^molecular_function^G protein-coupled serotonin receptor activity`GO:0030594^molecular_function^neurotransmitter receptor activity`GO:0051378^molecular_function^serotonin binding`GO:0007198^biological_process^adenylate cyclase-inhibiting serotonin receptor signaling pathway`GO:0007610^biological_process^behavior`GO:0046849^biological_process^bone remodeling`GO:0071312^biological_process^cellular response to alkaloid`GO:0035690^biological_process^cellular response to drug`GO:0071502^biological_process^cellular response to temperature stimulus`GO:0007268^biological_process^chemical synaptic transmission`GO:0002031^biological_process^G protein-coupled receptor internalization`GO:0007187^biological_process^G protein-coupled receptor signaling pathway coupled to cyclic nucleotide second messenger`GO:0014063^biological_process^negative regulation of serotonin secretion`GO:1904707^biological_process^positive regulation of vascular associated smooth muscle cell proliferation`GO:0007205^biological_process^protein kinase C-activating G protein-coupled receptor signaling pathway`GO:0050795^biological_process^regulation of behavior`GO:0042310^biological_process^vasoconstriction	GO:0005737^cellular_component^cytoplasm`GO:0030425^cellular_component^dendrite`GO:0098666^cellular_component^G protein-coupled serotonin receptor complex`GO:0005887^cellular_component^integral component of plasma membrane`GO:0099056^cellular_component^integral component of presynaptic membrane`GO:0099154^cellular_component^serotonergic synapse`GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0004993^molecular_function^G protein-coupled serotonin receptor activity`GO:0030594^molecular_function^neurotransmitter receptor activity`GO:0051378^molecular_function^serotonin binding`GO:0007198^biological_process^adenylate cyclase-inhibiting serotonin receptor signaling pathway`GO:0007610^biological_process^behavior`GO:0046849^biological_process^bone remodeling`GO:0071312^biological_process^cellular response to alkaloid`GO:0035690^biological_process^cellular response to drug`GO:0071502^biological_process^cellular response to temperature stimulus`GO:0007268^biological_process^chemical synaptic transmission`GO:0002031^biological_process^G protein-coupled receptor internalization`GO:0007187^biological_process^G protein-coupled receptor signaling pathway coupled to cyclic nucleotide second messenger`GO:0014063^biological_process^negative regulation of serotonin secretion`GO:1904707^biological_process^positive regulation of vascular associated smooth muscle cell proliferation`GO:0007205^biological_process^protein kinase C-activating G protein-coupled receptor signaling pathway`GO:0050795^biological_process^regulation of behavior`GO:0042310^biological_process^vasoconstriction	GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0016021^cellular_component^integral component of membrane	RPACG00000031000.1	5-HYDROXYTRYPTAMINE RECEPTOR	K04163
OG0027044	riftia	.	.	.	RPACG00000031017.1	NO HIT
OG0027057	riftia	.	.	.	RPACG00000019263.1	NO HIT
OG0027063	riftia	.	.	.	RPACG00000007472.1	NO HIT
OG0027064	riftia	.	.	.	RPACG00000014904.1	NY-REN-41 ANTIGEN L15 -RELATED	K16753
OG0027097	riftia	.	.	.	RPACG00000003184.1	NO HIT
OG0027101	riftia	.	.	.	RPACG00000015981.1	NO HIT
OG0027113	riftia	.	.	.	RPACG00000003118.1	NO HIT
OG0027114	riftia	.	.	.	RPACG00000006473.1	NO HIT
OG0027123	riftia	.	.	.	RPACG00000004467.1	NO HIT
OG0027137	riftia	.	.	.	RPACG00000008860.1	NO HIT
OG0027138	riftia	.	.	.	RPACG00000008861.1	NO HIT
OG0027145	riftia	GO:0000785^cellular_component^chromatin`GO:0000228^cellular_component^nuclear chromosome`GO:0005634^cellular_component^nucleus`GO:0090694^cellular_component^Scc2-Scc4 cohesin loading complex`GO:0003682^molecular_function^chromatin binding`GO:0007420^biological_process^brain development`GO:0007417^biological_process^central nervous system development`GO:0071921^biological_process^cohesin loading`GO:0048589^biological_process^developmental growth`GO:0048565^biological_process^digestive tract development`GO:0006302^biological_process^double-strand break repair`GO:0035118^biological_process^embryonic pectoral fin morphogenesis`GO:0048703^biological_process^embryonic viscerocranium morphogenesis`GO:0034087^biological_process^establishment of mitotic sister chromatid cohesion`GO:0071169^biological_process^establishment of protein localization to chromatin`GO:0007507^biological_process^heart development`GO:0003146^biological_process^heart jogging`GO:0003007^biological_process^heart morphogenesis`GO:0007076^biological_process^mitotic chromosome condensation`GO:0007064^biological_process^mitotic sister chromatid cohesion`GO:0070050^biological_process^neuron cellular homeostasis`GO:1905406^biological_process^positive regulation of mitotic cohesin loading`GO:0070550^biological_process^rDNA condensation`GO:0060828^biological_process^regulation of canonical Wnt signaling pathway`GO:1990414^biological_process^replication-born double-strand break repair via sister chromatid exchange`GO:0071733^biological_process^transcriptional activation by promoter-enhancer looping	GO:0000785^cellular_component^chromatin`GO:0000228^cellular_component^nuclear chromosome`GO:0005634^cellular_component^nucleus`GO:0090694^cellular_component^Scc2-Scc4 cohesin loading complex`GO:0003682^molecular_function^chromatin binding`GO:0007420^biological_process^brain development`GO:0007417^biological_process^central nervous system development`GO:0071921^biological_process^cohesin loading`GO:0048589^biological_process^developmental growth`GO:0048565^biological_process^digestive tract development`GO:0006302^biological_process^double-strand break repair`GO:0035118^biological_process^embryonic pectoral fin morphogenesis`GO:0048703^biological_process^embryonic viscerocranium morphogenesis`GO:0034087^biological_process^establishment of mitotic sister chromatid cohesion`GO:0071169^biological_process^establishment of protein localization to chromatin`GO:0007507^biological_process^heart development`GO:0003146^biological_process^heart jogging`GO:0003007^biological_process^heart morphogenesis`GO:0007076^biological_process^mitotic chromosome condensation`GO:0007064^biological_process^mitotic sister chromatid cohesion`GO:0070050^biological_process^neuron cellular homeostasis`GO:1905406^biological_process^positive regulation of mitotic cohesin loading`GO:0070550^biological_process^rDNA condensation`GO:0060828^biological_process^regulation of canonical Wnt signaling pathway`GO:1990414^biological_process^replication-born double-strand break repair via sister chromatid exchange`GO:0071733^biological_process^transcriptional activation by promoter-enhancer looping	.	RPACG00000030149.1	NO HIT
OG0027147	riftia	.	.	.	RPACG00000022374.1	NO HIT
OG0027168	riftia	.	.	.	RPACG00000011240.1	NO HIT
OG0027178	riftia	.	.	.	RPACG00000018977.1	NO HIT
OG0027192	riftia	GO:0070064^molecular_function^proline-rich region binding`GO:0071364^biological_process^cellular response to epidermal growth factor stimulus`GO:0007173^biological_process^epidermal growth factor receptor signaling pathway`GO:0051781^biological_process^positive regulation of cell division`GO:0008284^biological_process^positive regulation of cell population proliferation`GO:0070374^biological_process^positive regulation of ERK1 and ERK2 cascade	GO:0070064^molecular_function^proline-rich region binding`GO:0071364^biological_process^cellular response to epidermal growth factor stimulus`GO:0007173^biological_process^epidermal growth factor receptor signaling pathway`GO:0051781^biological_process^positive regulation of cell division`GO:0008284^biological_process^positive regulation of cell population proliferation`GO:0070374^biological_process^positive regulation of ERK1 and ERK2 cascade	.	RPACG00000025423.1	GRB2-ASSOCIATED AND REGULATOR OF MAPK PROTEIN FAMILY MEMBER	
OG0027230	riftia	GO:0031012^cellular_component^extracellular matrix`GO:0005615^cellular_component^extracellular space`GO:0004222^molecular_function^metalloendopeptidase activity`GO:0008233^molecular_function^peptidase activity`GO:0008270^molecular_function^zinc ion binding`GO:0030574^biological_process^collagen catabolic process`GO:0006508^biological_process^proteolysis	GO:0031012^cellular_component^extracellular matrix`GO:0005615^cellular_component^extracellular space`GO:0004222^molecular_function^metalloendopeptidase activity`GO:0008233^molecular_function^peptidase activity`GO:0008270^molecular_function^zinc ion binding`GO:0030574^biological_process^collagen catabolic process`GO:0006508^biological_process^proteolysis	.	RPACG00000018366.1	SECRETORY PHOSPHOLIPASE A2 RECEPTOR	K01398
OG0027246	riftia	.	.	.	RPACG00000007814.1	NO HIT
OG0027247	riftia	.	.	.	RPACG00000007812.1	NO HIT
OG0027261	riftia	.	.	.	RPACG00000002511.1	NO HIT
OG0027280	riftia	GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0031012^cellular_component^extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0001527^cellular_component^microfibril`GO:0005509^molecular_function^calcium ion binding`GO:0005201^molecular_function^extracellular matrix structural constituent`GO:0009653^biological_process^anatomical structure morphogenesis`GO:0060346^biological_process^bone trabecula formation`GO:0043010^biological_process^camera-type eye development`GO:0048048^biological_process^embryonic eye morphogenesis`GO:0030326^biological_process^embryonic limb morphogenesis`GO:0035108^biological_process^limb morphogenesis`GO:0030501^biological_process^positive regulation of bone mineralization`GO:0045669^biological_process^positive regulation of osteoblast differentiation`GO:0035583^biological_process^sequestering of TGFbeta in extracellular matrix	GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0031012^cellular_component^extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0001527^cellular_component^microfibril`GO:0005509^molecular_function^calcium ion binding`GO:0005201^molecular_function^extracellular matrix structural constituent`GO:0009653^biological_process^anatomical structure morphogenesis`GO:0060346^biological_process^bone trabecula formation`GO:0043010^biological_process^camera-type eye development`GO:0048048^biological_process^embryonic eye morphogenesis`GO:0030326^biological_process^embryonic limb morphogenesis`GO:0035108^biological_process^limb morphogenesis`GO:0030501^biological_process^positive regulation of bone mineralization`GO:0045669^biological_process^positive regulation of osteoblast differentiation`GO:0035583^biological_process^sequestering of TGFbeta in extracellular matrix	GO:0005509^molecular_function^calcium ion binding	RPACG00000004903.1	FIBRILLIN-RELATED	
