



CapteT149515
CapteT149543
CapteT149569
CapteT149571
CapteT149583
CapteT149599
CapteT1495	K09660
CapteT187482	K00670	
CapteT187483
CapteT187484
CapteT187485
CapteT187486
CapteT187487
CapteT187489
CapteT206463	K20123	
CapteT21356	
CapteT213562
CapteT213563
CapteT213564
CapteT213568
CapteT213569
CapteT213695
CapteT213697
CapteT213699
CapteT21369	K21798
K01596
K01783
K04233	
K06944
K07762
K08838	
K10434
K11128
K14389
K17286
K17352
K19765	
OG0000121							
OG0000121							
OG0000121	capitella			\tCapteT101426	K07190	
OG0046709	riftia	GO:0030659^cellular_component^cytoplasmic vesicle membrane`GO:0005829^cellular_component^cytosol`GO:0012505^cellular_component^endomembrane system`GO:0005768^cellular_component^endosome`GO:0009897^cellular_component^external side of plasma membrane`GO:0070062^cellular_component^extracellular exosome`GO:0032593^cellular_component^insulin-responsive compartment`GO:0005887^cellular_component^integral component of plasma membrane`GO:0045121^cellular_component^membrane raft`GO:0048471^cellular_component^perinuclear region of cytoplasm`GO:0005886^cellular_component^plasma membrane`GO:0042383^cellular_component^sarcolemma`GO:0005802^cellular_component^trans-Golgi network`GO:0030140^cellular_component^trans-Golgi network transport vesicle`GO:0005355^molecular_function^glucose transmembrane transporter activity`GO:0010021^biological_process^amylopectin biosynthetic process`GO:0050873^biological_process^brown fat cell differentiation`GO:0032869^biological_process^cellular response to insulin stimulus`GO:0071470^biological_process^cellular response to osmotic stress`GO:0071356^biological_process^cellular response to tumor necrosis factor`GO:0042593^biological_process^glucose homeostasis`GO:0044381^biological_process^glucose import in response to insulin stimulus`GO:1904659^biological_process^glucose transmembrane transport	GO:0030659^cellular_component^cytoplasmic vesicle membrane`GO:0005829^cellular_component^cytosol`GO:0012505^cellular_component^endomembrane system`GO:0005768^cellular_component^endosome`GO:0009897^cellular_component^external side of plasma membrane`GO:0070062^cellular_component^extracellular exosome`GO:0032593^cellular_component^insulin-responsive compartment`GO:0005887^cellular_component^integral component of plasma membrane`GO:0045121^cellular_component^membrane raft`GO:0048471^cellular_component^perinuclear region of cytoplasm`GO:0005886^cellular_component^plasma membrane`GO:0042383^cellular_component^sarcolemma`GO:0005802^cellular_component^trans-Golgi network`GO:0030140^cellular_component^trans-Golgi network transport vesicle`GO:0005355^molecular_function^glucose transmembrane transporter activity`GO:0010021^biological_process^amylopectin biosynthetic process`GO:0050873^biological_process^brown fat cell differentiation`GO:0032869^biological_process^cellular response to insulin stimulus`GO:0071470^biological_process^cellular response to osmotic stress`GO:0071356^biological_process^cellular response to tumor necrosis factor`GO:0042593^biological_process^glucose homeostasis`GO:0044381^biological_process^glucose import in response to insulin stimulus`GO:1904659^biological_process^glucose transmembrane transport	GO:0022857^molecular_function^transmembrane transporter activity`GO:0055085^biological_process^transmembrane transport`GO:0016021^cellular_component^integral component of membrane	RPACG00000006535.1	FAMILY NOT NAMED	K07299
OG0046710							
OG0046710							
OG0046710							
OG0046710							
OG0046710	lamellibrachia	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0022857^molecular_function^transmembrane transporter activity`GO:0015755^biological_process^fructose transmembrane transport`GO:1904659^biological_process^glucose transmembrane transport	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0022857^molecular_function^transmembrane transporter activity`GO:0015755^biological_process^fructose transmembrane transport`GO:1904659^biological_process^glucose transmembrane transport	GO:0022857^molecular_function^transmembrane transporter activity`GO:0055085^biological_process^transmembrane transport`GO:0016021^cellular_component^integral component of membrane	FUN_006974-T1	FAMILY NOT NAMED	K07299
OG0046710	riftia	GO:0030864^cellular_component^cortical actin cytoskeleton`GO:0005887^cellular_component^integral component of plasma membrane`GO:0001917^cellular_component^photoreceptor inner segment`GO:0005886^cellular_component^plasma membrane`GO:0005355^molecular_function^glucose transmembrane transporter activity`GO:0043621^molecular_function^protein self-association`GO:1904659^biological_process^glucose transmembrane transport`GO:0045494^biological_process^photoreceptor cell maintenance`GO:0065003^biological_process^protein-containing complex assembly	GO:0030864^cellular_component^cortical actin cytoskeleton`GO:0005887^cellular_component^integral component of plasma membrane`GO:0001917^cellular_component^photoreceptor inner segment`GO:0005886^cellular_component^plasma membrane`GO:0005355^molecular_function^glucose transmembrane transporter activity`GO:0043621^molecular_function^protein self-association`GO:1904659^biological_process^glucose transmembrane transport`GO:0045494^biological_process^photoreceptor cell maintenance`GO:0065003^biological_process^protein-containing complex assembly	GO:0022857^molecular_function^transmembrane transporter activity`GO:0055085^biological_process^transmembrane transport`GO:0016021^cellular_component^integral component of membrane	RPACG00000006536.1	FAMILY NOT NAMED	K07299
OG0046713							
OG0046713							
OG0046713							
OG0046713							
OG0046713	lamellibrachia	GO:1990393^cellular_component^3M complex`GO:0005813^cellular_component^centrosome`GO:0005737^cellular_component^cytoplasm`GO:0000226^biological_process^microtubule cytoskeleton organization`GO:0010923^biological_process^negative regulation of phosphatase activity`GO:0007088^biological_process^regulation of mitotic nuclear division	GO:1990393^cellular_component^3M complex`GO:0005813^cellular_component^centrosome`GO:0005737^cellular_component^cytoplasm`GO:0000226^biological_process^microtubule cytoskeleton organization`GO:0010923^biological_process^negative regulation of phosphatase activity`GO:0007088^biological_process^regulation of mitotic nuclear division	.	FUN_007303-T1	SUBFAMILY NOT NAMED	
OG0046713	riftia	GO:0000981^molecular_function^DNA-binding transcription factor activity RNA polymerase II-specific`GO:0046872^molecular_function^metal ion binding`GO:0000978^molecular_function^RNA polymerase II cis-regulatory region sequence-specific DNA binding`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	GO:0000981^molecular_function^DNA-binding transcription factor activity RNA polymerase II-specific`GO:0046872^molecular_function^metal ion binding`GO:0000978^molecular_function^RNA polymerase II cis-regulatory region sequence-specific DNA binding`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	.	RPACG00000010338.1	EXPRESSED PROTEIN	
OG0046722							
OG0046722							
OG0046722							
OG0046722							
OG0046722	lamellibrachia	.	.	.	FUN_007636-T1	NO HIT
OG0046722	riftia	.	.	.	RPACG00000020926.1	NO HIT
OG0046735							
OG0046735							
OG0046735							
OG0046735							
OG0046735	lamellibrachia	.	.	.	FUN_008266-T1	NO HIT
OG0046735	riftia	.	.	.	RPACG00000033055.1	NO HIT
OG0046740							
OG0046740							
OG0046740							
OG0046740							
OG0046740	lamellibrachia	GO:0005576^cellular_component^extracellular region	GO:0005576^cellular_component^extracellular region	.	FUN_008802-T1	SUBFAMILY NOT NAMED	K24436
OG0046740	riftia	GO:0005576^cellular_component^extracellular region	GO:0005576^cellular_component^extracellular region	.	RPACG00000035873.1	SUBFAMILY NOT NAMED	K24436
OG0046746							
OG0046746							
OG0046746							
OG0046746							
OG0046746	lamellibrachia	.	.	.	FUN_009409-T1	SODIUM/NUCLEOSIDE COTRANSPORTER 1	K11536
OG0046746	riftia	GO:0031526^cellular_component^brush border membrane`GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005886^cellular_component^plasma membrane`GO:0005337^molecular_function^nucleoside transmembrane transporter activity`GO:0005415^molecular_function^nucleoside:sodium symporter activity`GO:0005345^molecular_function^purine nucleobase transmembrane transporter activity`GO:0015390^molecular_function^purine-specific nucleoside:sodium symporter activity`GO:0015389^molecular_function^pyrimidine- and adenine-specific:sodium symporter activity`GO:0015293^molecular_function^symporter activity`GO:0015213^molecular_function^uridine transmembrane transporter activity`GO:1901642^biological_process^nucleoside transmembrane transport`GO:1904823^biological_process^purine nucleobase transmembrane transport`GO:0015860^biological_process^purine nucleoside transmembrane transport`GO:0015864^biological_process^pyrimidine nucleoside transport`GO:0072531^biological_process^pyrimidine-containing compound transmembrane transport`GO:0015862^biological_process^uridine transport	GO:0031526^cellular_component^brush border membrane`GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005886^cellular_component^plasma membrane`GO:0005337^molecular_function^nucleoside transmembrane transporter activity`GO:0005415^molecular_function^nucleoside:sodium symporter activity`GO:0005345^molecular_function^purine nucleobase transmembrane transporter activity`GO:0015390^molecular_function^purine-specific nucleoside:sodium symporter activity`GO:0015389^molecular_function^pyrimidine- and adenine-specific:sodium symporter activity`GO:0015293^molecular_function^symporter activity`GO:0015213^molecular_function^uridine transmembrane transporter activity`GO:1901642^biological_process^nucleoside transmembrane transport`GO:1904823^biological_process^purine nucleobase transmembrane transport`GO:0015860^biological_process^purine nucleoside transmembrane transport`GO:0015864^biological_process^pyrimidine nucleoside transport`GO:0072531^biological_process^pyrimidine-containing compound transmembrane transport`GO:0015862^biological_process^uridine transport	.	RPACG00000003296.1	SODIUM/NUCLEOSIDE COTRANSPORTER	K11536
OG0046748							
OG0046748							
OG0046748							
OG0046748							
OG0046748	lamellibrachia	GO:0016021^cellular_component^integral component of membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0043005^cellular_component^neuron projection`GO:0043025^cellular_component^neuronal cell body`GO:0005886^cellular_component^plasma membrane`GO:0004948^molecular_function^calcitonin receptor activity`GO:0008528^molecular_function^G protein-coupled peptide receptor activity`GO:0008188^molecular_function^neuropeptide receptor activity`GO:0017046^molecular_function^peptide hormone binding`GO:0007189^biological_process^adenylate cyclase-activating G protein-coupled receptor signaling pathway`GO:0007188^biological_process^adenylate cyclase-modulating G protein-coupled receptor signaling pathway`GO:0007166^biological_process^cell surface receptor signaling pathway`GO:0048512^biological_process^circadian behavior`GO:0007623^biological_process^circadian rhythm`GO:0042745^biological_process^circadian sleep/wake cycle`GO:0060086^biological_process^circadian temperature homeostasis`GO:0055070^biological_process^copper ion homeostasis`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0042332^biological_process^gravitaxis`GO:0045475^biological_process^locomotor rhythm`GO:0007218^biological_process^neuropeptide signaling pathway`GO:0050850^biological_process^positive regulation of calcium-mediated signaling`GO:0042752^biological_process^regulation of circadian rhythm`GO:0042749^biological_process^regulation of circadian sleep/wake cycle	GO:0016021^cellular_component^integral component of membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0043005^cellular_component^neuron projection`GO:0043025^cellular_component^neuronal cell body`GO:0005886^cellular_component^plasma membrane`GO:0004948^molecular_function^calcitonin receptor activity`GO:0008528^molecular_function^G protein-coupled peptide receptor activity`GO:0008188^molecular_function^neuropeptide receptor activity`GO:0017046^molecular_function^peptide hormone binding`GO:0007189^biological_process^adenylate cyclase-activating G protein-coupled receptor signaling pathway`GO:0007188^biological_process^adenylate cyclase-modulating G protein-coupled receptor signaling pathway`GO:0007166^biological_process^cell surface receptor signaling pathway`GO:0048512^biological_process^circadian behavior`GO:0007623^biological_process^circadian rhythm`GO:0042745^biological_process^circadian sleep/wake cycle`GO:0060086^biological_process^circadian temperature homeostasis`GO:0055070^biological_process^copper ion homeostasis`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0042332^biological_process^gravitaxis`GO:0045475^biological_process^locomotor rhythm`GO:0007218^biological_process^neuropeptide signaling pathway`GO:0050850^biological_process^positive regulation of calcium-mediated signaling`GO:0042752^biological_process^regulation of circadian rhythm`GO:0042749^biological_process^regulation of circadian sleep/wake cycle	GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0016021^cellular_component^integral component of membrane	FUN_009415-T1	PDF RECEPTOR	K22738
OG0046748	riftia	.	.	.	RPACG00000003292.1	NO HIT
OG0046751							
OG0046751							
OG0046751							
OG0046751							
OG0046751	lamellibrachia	.	.	.	FUN_010197-T1	NO HIT
OG0046751	riftia	GO:0009279^cellular_component^cell outer membrane`GO:0050825^molecular_function^ice binding	GO:0009279^cellular_component^cell outer membrane`GO:0050825^molecular_function^ice binding	.	RPACG00000034864.1	SUBFAMILY NOT NAMED	
OG0046755							
OG0046755							
OG0046755							
OG0046755							
OG0046755	lamellibrachia	.	.	.	FUN_010546-T1	NO HIT
